int logctl_get(): open '/dev/hwlog_switch' fail -1, 13. Permission denied
Note: log switch off, only log_main and log_events will have logs!
--------- beginning of system
12-20 17:03:26.007  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:26.007  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert lo
12-20 17:03:26.012  1045  1390 D NetdConnector: SND -> {881 bandwidth gettetherstats}
12-20 17:03:26.013  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.014  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24688571
12-20 17:07:39.735  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.736  4451  4494 I LocalServer: [2017-12-20 17:07:39.735933 4451 4494] on_server_data: offset=587520, len=2720
12-20 17:07:39.738  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.744  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.747  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.748  4451  4494 I LocalServer: [2017-12-20 17:07:39.748437 4451 4494] on_server_data: offset=590240, len=2720
12-20 17:07:39.749  4451  4494 I LocalServer: [2017-12-20 17:07:39.748987 4451 4494] on_server_data: offset=592960, len=2720
12-20 17:07:39.750  4451  4494 I LocalServer: [2017-12-20 17:07:39.749703 4451 4494] on_server_data: offset=595680, len=2720
12-20 17:07:39.751  4451  4494 I LocalServer: [2017-12-20 17:07:39.751198 4451 4494] on_server_data: offset=598400, len=6800
12-20 17:07:39.751  4451  4494 I LocalServer: [2017-12-20 17:07:39.751571 4451 4494] on_server_data: offset=605200, len=1360
12-20 17:07:39.753  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.755  1045  1552 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.756  4451  4494 I LocalServer: [2017-12-20 17:07:39.756606 4451 4494] on_server_data: offset=606560, len=5440
12-20 17:07:39.757  4451  4494 I LocalServer: [2017-12-20 17:07:39.757030 4451 4494] on_server_data: offset=612000, len=1360
12-20 17:07:39.758  4451  4494 I LocalServer: [2017-12-20 17:07:39.757913 4451 4494] on_server_data: offset=325040, len=2720
12-20 17:07:39.758  4451  4494 I LocalServer: [2017-12-20 17:07:39.758562 4451 4494] on_server_data: offset=327760, len=2720
12-20 17:07:39.763  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.767  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:39.768  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.771  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.775  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.777  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 8712
12-20 17:07:39.778  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.781  4451  4494 I LocalServer: [2017-12-20 17:07:39.780882 4451 4494] on_server_data: offset=197200, len=1360
12-20 17:07:39.782  4451  4494 I LocalServer: [2017-12-20 17:07:39.781713 4451 4494] on_server_data: offset=198560, len=4080
12-20 17:07:39.782  4451  4494 I LocalServer: [2017-12-20 17:07:39.782360 4451 4494] on_server_data: offset=202640, len=2720
12-20 17:07:39.783  4451  4494 I LocalServer: [2017-12-20 17:07:39.783311 4451 4494] on_server_data: offset=205360, len=4080
12-20 17:07:39.784  4451  4494 I LocalServer: [2017-12-20 17:07:39.783978 4451 4494] on_server_data: offset=209440, len=4080
12-20 17:07:39.787  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.787  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.793  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.793  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.798  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.798  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.804  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.804  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.806  4451  4494 I LocalServer: [2017-12-20 17:07:39.806802 4451 4494] on_server_data: offset=330480, len=1360
12-20 17:07:39.807  4451  4494 I LocalServer: [2017-12-20 17:07:39.807088 4451 4494] on_server_data: offset=331840, len=1360
12-20 17:07:39.807  4451  4494 I LocalServer: [2017-12-20 17:07:39.807356 4451 4494] on_server_data: offset=333200, len=1360
12-20 17:07:39.809  4451  4494 I LocalServer: [2017-12-20 17:07:39.808935 4451 4494] on_server_data: offset=613360, len=1360
12-20 17:07:39.809  4451  4494 I LocalServer: [2017-12-20 17:07:39.809402 4451 4494] on_server_data: offset=614720, len=2720
12-20 17:07:39.811  4451  4494 I LocalServer: [2017-12-20 17:07:39.811583 4451 4494] on_server_data: offset=334560, len=1360
12-20 17:07:39.811  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.811  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.817  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.817  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.823  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.823  1045  2316 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.829  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.829  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.833  4451  4494 I LocalServer: [2017-12-20 17:07:39.833302 4451 4494] on_server_data: offset=213520, len=2720
12-20 17:07:39.835  1045  1552 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.835  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.841  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:39.841  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.843  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.843  4451  4494 I LocalServer: [2017-12-20 17:07:39.843322 4451 4494] on_server_data: offset=335920, len=1360
12-20 17:07:39.843  4451  4494 I LocalServer: [2017-12-20 17:07:39.843552 4451 4494] on_server_data: offset=337280, len=1360
12-20 17:07:39.848  4451  4494 I LocalServer: [2017-12-20 17:07:39.848028 4451 4494] on_server_data: offset=338640, len=1360
12-20 17:07:39.849  4451  4494 I LocalServer: [2017-12-20 17:07:39.849390 4451 4494] on_server_data: offset=340000, len=1360
12-20 17:07:39.850  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 8779
12-20 17:07:39.851  4451  4494 I LocalServer: [2017-12-20 17:07:39.850969 4451 4494] on_server_data: offset=617440, len=1360
12-20 17:07:39.852  4451  4494 I LocalServer: [2017-12-20 17:07:39.852468 4451 4494] on_server_data: offset=618800, len=1360
12-20 17:07:39.852  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.853  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.853  4451  4494 I LocalServer: [2017-12-20 17:07:39.853257 4451 4494] on_server_data: offset=620160, len=1360
12-20 17:07:39.859  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.859  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.865  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.868  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.871  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.873  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.877  1045  2316 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.879  4451  4494 I LocalServer: [2017-12-20 17:07:39.879756 4451 4494] on_server_data: offset=341360, len=2720
12-20 17:07:39.880  1045  1387 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.880  4451  4494 I LocalServer: [2017-12-20 17:07:39.880288 4451 4494] on_server_data: offset=344080, len=1360
12-20 17:07:39.882  4451  4494 I LocalServer: [2017-12-20 17:07:39.882180 4451 4494] on_server_data: offset=216240, len=2720
12-20 17:07:39.882  4451  4494 I LocalServer: [2017-12-20 17:07:39.882439 4451 4494] on_server_data: offset=218960, len=1360
12-20 17:07:39.884  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.886  4451  4494 I LocalServer: [2017-12-20 17:07:39.886107 4451 4494] on_server_data: offset=345440, len=1360
12-20 17:07:39.887  4451  4494 I LocalServer: [2017-12-20 17:07:39.887604 4451 4494] on_server_data: offset=346800, len=1360
12-20 17:07:39.887  4451  4494 I LocalServer: [2017-12-20 17:07:39.887810 4451 4494] on_server_data: offset=621520, len=2720
12-20 17:07:39.888  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.892  4451  4494 I LocalServer: [2017-12-20 17:07:39.892563 4451 4494] on_server_data: offset=624240, len=1360
12-20 17:07:39.892  4451  4494 I LocalServer: [2017-12-20 17:07:39.892751 4451 4494] on_server_data: offset=625600, len=1360
12-20 17:07:39.895  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.895  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.901  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.901  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.906  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:39.907  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.908  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.910  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 8846
12-20 17:07:39.914  1045  1552 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.917  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.920  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.923  1045  1387 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.926  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.929  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.931  1045  2316 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.934  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.938  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.940  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.944  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.945  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.946  4451  4494 I LocalServer: [2017-12-20 17:07:39.946775 4451 4494] on_server_data: offset=348160, len=2720
12-20 17:07:39.947  4451  4494 I LocalServer: [2017-12-20 17:07:39.947269 4451 4494] on_server_data: offset=626960, len=1360
12-20 17:07:39.947  4451  4494 I LocalServer: [2017-12-20 17:07:39.947420 4451 4494] on_server_data: offset=628320, len=1360
12-20 17:07:39.947  4451  4494 I LocalServer: [2017-12-20 17:07:39.947809 4451 4494] on_server_data: offset=220320, len=1360
12-20 17:07:39.948  4451  4494 I LocalServer: [2017-12-20 17:07:39.948150 4451 4494] on_server_data: offset=221680, len=1360
12-20 17:07:39.950  1045  1552 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.952  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.956  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.960  1045  2316 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.961  4451  4494 I LocalServer: [2017-12-20 17:07:39.960986 4451 4494] on_server_data: offset=629680, len=2720
12-20 17:07:39.961  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:39.963  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.967  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.969  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.972  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 8912
12-20 17:07:39.974  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.976  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.977  4451  4494 I LocalServer: [2017-12-20 17:07:39.977368 4451 4494] on_server_data: offset=223040, len=1360
12-20 17:07:39.981  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.983  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.986  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.989  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.992  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:39.995  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:39.998  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.001  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.003  4451  4494 I LocalServer: [2017-12-20 17:07:40.003262 4451 4494] on_server_data: offset=224400, len=2720
12-20 17:07:40.004  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.007  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.013  1045  1552 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.015  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.016  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.020  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.022  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.025  4451  4494 I LocalServer: [2017-12-20 17:07:40.025129 4451 4494] on_server_data: offset=350880, len=1360
12-20 17:07:40.026  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 8979
12-20 17:07:40.027  1045  1387 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.029  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.034  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.035  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.040  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.041  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.042  4451  4494 I LocalServer: [2017-12-20 17:07:40.042820 4451 4494] on_server_data: offset=632400, len=1360
12-20 17:07:40.043  4451  4494 I LocalServer: [2017-12-20 17:07:40.043059 4451 4494] on_server_data: offset=633760, len=1360
12-20 17:07:40.043  4451  4494 I LocalServer: [2017-12-20 17:07:40.043277 4451 4494] on_server_data: offset=635120, len=1360
12-20 17:07:40.043  4451  4494 I LocalServer: [2017-12-20 17:07:40.043873 4451 4494] on_server_data: offset=636480, len=1360
12-20 17:07:40.047  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.048  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.052  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.054  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.058  4451  4494 I LocalServer: [2017-12-20 17:07:40.057961 4451 4494] on_server_data: offset=637840, len=1360
12-20 17:07:40.058  4451  4494 I LocalServer: [2017-12-20 17:07:40.058242 4451 4494] on_server_data: offset=639200, len=2720
12-20 17:07:40.058  4451  4494 I LocalServer: [2017-12-20 17:07:40.058800 4451 4494] on_server_data: offset=227120, len=1360
12-20 17:07:40.059  4451  4494 I LocalServer: [2017-12-20 17:07:40.058983 4451 4494] on_server_data: offset=228480, len=1360
12-20 17:07:40.059  4451  4494 I LocalServer: [2017-12-20 17:07:40.059226 4451 4494] on_server_data: offset=229840, len=1360
12-20 17:07:40.060  1045  1387 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.060  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.066  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.066  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.069  4451  4494 I LocalServer: [2017-12-20 17:07:40.069425 4451 4494] on_server_data: offset=641920, len=1360
12-20 17:07:40.071  4451  4494 I LocalServer: [2017-12-20 17:07:40.070940 4451 4494] on_server_data: offset=643280, len=1360
12-20 17:07:40.073  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.073  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.078  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.078  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.084  4451  4494 I LocalServer: [2017-12-20 17:07:40.084323 4451 4494] on_server_data: offset=231200, len=1360
12-20 17:07:40.085  1045  2316 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.085  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.090  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.091  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.096  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.097  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.101  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.102  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.103  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.108  4451  4494 I LocalServer: [2017-12-20 17:07:40.108655 4451 4494] on_server_data: offset=232560, len=1360
12-20 17:07:40.109  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.110  4451  4494 I LocalServer: [2017-12-20 17:07:40.110347 4451 4494] on_server_data: offset=233920, len=1360
12-20 17:07:40.116  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 9046
12-20 17:07:40.118  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.125  1045  1387 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.130  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.136  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.137  4451  4494 I LocalServer: [2017-12-20 17:07:40.137350 4451 4494] on_server_data: offset=235280, len=1360
12-20 17:07:40.138  4451  4494 I LocalServer: [2017-12-20 17:07:40.138747 4451 4494] on_server_data: offset=236640, len=1360
12-20 17:07:40.143  1045  2388 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.149  1045  2316 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.155  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.156  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.162  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.162  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 9112
12-20 17:07:40.168  1045  2098 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.174  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.178  1045  1057 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.183  1045  1387 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.188  1045  2421 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.194  1045  2323 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.199  1045  1822 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.204  1045  1626 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.212  4418  4427 I art     : current process_level is : -17
12-20 17:07:40.213  4418  4427 I art     : GC statistics: 17 time(s), freed 302299(16MB) objects, paused 9.941ms total 184.164ms
12-20 17:07:40.214  1045  1056 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.220  1045  1823 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.224  1045  1626 I ActivityManager: retrieveServiceLocked, callerApp: ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111}, flags: 400
12-20 17:07:40.225  1045  1626 I ActivityManager: bindServiceLocked, r: ServiceRecord{af3843f u0 euid: 0 com.wandoujia.phoenix2/com.pp.assistant.manager.PPResidentNotificationManager$PPResidentService}, euid: 0
12-20 17:07:40.227  1045  2390 I AccountManagerService: getTypesVisibleToCaller: isPermitted? true
12-20 17:07:40.229  1045  2418 W AccountManagerService: insertAccountIntoDatabase, skipping since the account already exists
12-20 17:07:40.247  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.258  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 9179
12-20 17:07:40.285  1045  1552 W ActivityManager: getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output
12-20 17:07:40.290  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-684457984
12-20 17:07:40.292  1045  1387 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.302  4451  4930 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 9246
12-20 17:07:40.303  1045  2328 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.307  1045  2316 I AccountManagerService: getTypesVisibleToCaller: isPermitted? true
12-20 17:07:40.308  1045  1626 W AccountManagerService: insertAccountIntoDatabase, skipping since the account already exists
12-20 17:07:40.308  1045  2390 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.308  1045  2325 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 0
12-20 17:07:40.312  1045  2098 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.314  1045  2418 D HwActivityManagerService: handleANRFilterFIFO,uid = 10111cmd = 1
12-20 17:07:40.315  1045  2316 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.317  1045  2325 I HwActivityManagerService: ProcessRecord ProcessRecord{843a534 4948:0:com.wandoujia.phoenix2:aid/u0a111} is not a cloned process
12-20 17:07:40.318  1045  1056 W ActivityManager: Permission Denial: opening provider com.huawei.android.launcher.LauncherProvider from ProcessRecord{923bd93 5119:0:com.wandoujia.phoenix2/u0a111} (pid=5119, uid=10111) requires com.huawei.android.launcher.permission.READ_SETTINGS or com.huawei.android.launcher.permission.WRITE_SETTINGS
